startDate,value,type
2020-09-02 23:13:50 -0400,66.943,BasalEnergyBurned
2020-09-02 23:12:22 -0400,81,HeartRate
2020-09-02 23:10:15 -0400,1.07,ActiveEnergyBurned
2020-09-02 23:03:42 -0400,74,HeartRate
2020-09-02 23:01:02 -0400,19.777,BasalEnergyBurned
2020-09-02 23:00:20 -0400,11,StepCount
2020-09-02 23:00:20 -0400,0.00488789,DistanceWalkingRunning
2020-09-02 23:00:13 -0400,62,StepCount
2020-09-02 23:00:13 -0400,0.0289814,DistanceWalkingRunning
2020-09-02 23:00:10 -0400,4.528,ActiveEnergyBurned
2020-09-02 23:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 22:59:49 -0400,80,HeartRate
2020-09-02 22:53:57 -0400,80,HeartRate
2020-09-02 22:50:06 -0400,2.359,ActiveEnergyBurned
2020-09-02 22:49:54 -0400,82,HeartRate
2020-09-02 22:46:00 -0400,20.747,BasalEnergyBurned
2020-09-02 22:44:28 -0400,82,HeartRate
2020-09-02 22:40:47 -0400,81,HeartRate
2020-09-02 22:39:11 -0400,1.906,ActiveEnergyBurned
2020-09-02 22:34:36 -0400,81,HeartRate
2020-09-02 22:30:59 -0400,19.69,BasalEnergyBurned
2020-09-02 22:29:06 -0400,1.692,ActiveEnergyBurned
2020-09-02 22:28:45 -0400,87,HeartRate
2020-09-02 22:24:46 -0400,82,HeartRate
2020-09-02 22:20:21 -0400,86,HeartRate
2020-09-02 22:18:52 -0400,1.859,ActiveEnergyBurned
2020-09-02 22:15:48 -0400,19.612,BasalEnergyBurned
2020-09-02 22:13:52 -0400,91,HeartRate
2020-09-02 22:12:40 -0400,89,HeartRate
2020-09-02 22:08:48 -0400,2.852,ActiveEnergyBurned
2020-09-02 22:06:14 -0400,108,HeartRate
2020-09-02 22:05:00 -0400,1,AppleStandTime
2020-09-02 22:04:14 -0400,0.0826519,DistanceWalkingRunning
2020-09-02 22:04:14 -0400,158,StepCount
2020-09-02 22:03:25 -0400,94,HeartRate
2020-09-02 22:01:05 -0400,92,HeartRate
2020-09-02 22:00:46 -0400,21.388,BasalEnergyBurned
2020-09-02 22:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 21:58:43 -0400,12.046,ActiveEnergyBurned
2020-09-02 21:54:35 -0400,91,HeartRate
2020-09-02 21:48:29 -0400,1.254,ActiveEnergyBurned
2020-09-02 21:48:13 -0400,83,HeartRate
2020-09-02 21:45:55 -0400,19.199,BasalEnergyBurned
2020-09-02 21:44:29 -0400,83,HeartRate
2020-09-02 21:41:17 -0400,83,HeartRate
2020-09-02 21:38:25 -0400,2.246,ActiveEnergyBurned
2020-09-02 21:36:38 -0400,88,HeartRate
2020-09-02 21:32:50 -0400,87,HeartRate
2020-09-02 21:32:47 -0400,17.922,BasalEnergyBurned
2020-09-02 21:30:39 -0400,1,FlightsClimbed
2020-09-02 21:30:34 -0400,1,FlightsClimbed
2020-09-02 21:30:32 -0400,124,HeartRate
2020-09-02 21:30:04 -0400,0.0124379,DistanceWalkingRunning
2020-09-02 21:30:04 -0400,28,StepCount
2020-09-02 21:30:00 -0400,1,AppleStandTime
2020-09-02 21:27:39 -0400,5.442,ActiveEnergyBurned
2020-09-02 21:25:22 -0400,66,HeartRate
2020-09-02 21:25:00 -0400,2,AppleStandTime
2020-09-02 21:21:18 -0400,188,StepCount
2020-09-02 21:21:18 -0400,0.0897245,DistanceWalkingRunning
2020-09-02 21:18:53 -0400,80,HeartRate
2020-09-02 21:17:45 -0400,22.464,BasalEnergyBurned
2020-09-02 21:17:35 -0400,5.978,ActiveEnergyBurned
2020-09-02 21:15:04 -0400,83,HeartRate
2020-09-02 21:08:40 -0400,84,HeartRate
2020-09-02 21:07:31 -0400,76,HeartRate
2020-09-02 21:07:00 -0400,2.381,ActiveEnergyBurned
2020-09-02 21:05:28 -0400,16.551,BasalEnergyBurned
2020-09-02 21:02:58 -0400,80,HeartRate
2020-09-02 21:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 21:00:00 -0400,1,AppleStandTime
2020-09-02 20:58:10 -0400,45,StepCount
2020-09-02 20:58:10 -0400,0.0209865,DistanceWalkingRunning
2020-09-02 20:57:43 -0400,75,HeartRate
2020-09-02 20:57:37 -0400,6.169,ActiveEnergyBurned
2020-09-02 20:56:14 -0400,16,StepCount
2020-09-02 20:56:14 -0400,0.00523804,DistanceWalkingRunning
2020-09-02 20:55:00 -0400,2,AppleStandTime
2020-09-02 20:50:27 -0400,22.881,BasalEnergyBurned
2020-09-02 20:48:14 -0400,79,HeartRate
2020-09-02 20:47:33 -0400,6.485,ActiveEnergyBurned
2020-09-02 20:46:52 -0400,0.0187841,DistanceWalkingRunning
2020-09-02 20:46:52 -0400,38,StepCount
2020-09-02 20:43:25 -0400,87,HeartRate
2020-09-02 20:40:19 -0400,81,HeartRate
2020-09-02 20:37:28 -0400,3.706,ActiveEnergyBurned
2020-09-02 20:36:27 -0400,81,HeartRate
2020-09-02 20:35:46 -0400,21.757,BasalEnergyBurned
2020-09-02 20:31:28 -0400,84,HeartRate
2020-09-02 20:30:00 -0400,2,AppleStandTime
2020-09-02 20:29:12 -0400,1,AppleExerciseTime
2020-09-02 20:27:24 -0400,10.1,ActiveEnergyBurned
2020-09-02 20:26:25 -0400,108,StepCount
2020-09-02 20:26:25 -0400,0.0727256,DistanceWalkingRunning
2020-09-02 20:24:33 -0400,77,HeartRate
2020-09-02 20:23:42 -0400,1,FlightsClimbed
2020-09-02 20:23:33 -0400,89,StepCount
2020-09-02 20:23:33 -0400,0.0367713,DistanceWalkingRunning
2020-09-02 20:20:45 -0400,23.296,BasalEnergyBurned
2020-09-02 20:20:38 -0400,84,HeartRate
2020-09-02 20:20:00 -0400,1,AppleStandTime
2020-09-02 20:17:28 -0400,1,AppleExerciseTime
2020-09-02 20:17:20 -0400,8.527,ActiveEnergyBurned
2020-09-02 20:16:14 -0400,0.0747757,DistanceWalkingRunning
2020-09-02 20:16:14 -0400,160,StepCount
2020-09-02 20:14:33 -0400,74,HeartRate
2020-09-02 20:08:38 -0400,72,HeartRate
2020-09-02 20:07:16 -0400,3.371,ActiveEnergyBurned
2020-09-02 20:05:44 -0400,21.673,BasalEnergyBurned
2020-09-02 20:05:22 -0400,73,HeartRate
2020-09-02 20:02:24 -0400,74,HeartRate
2020-09-02 20:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 19:56:20 -0400,1.078,ActiveEnergyBurned
2020-09-02 19:53:50 -0400,78,HeartRate
2020-09-02 19:52:47 -0400,75,HeartRate
2020-09-02 19:51:13 -0400,19.217,BasalEnergyBurned
2020-09-02 19:46:37 -0400,3.397,ActiveEnergyBurned
2020-09-02 19:45:42 -0400,75,HeartRate
2020-09-02 19:42:58 -0400,85,HeartRate
2020-09-02 19:38:05 -0400,2.921,ActiveEnergyBurned
2020-09-02 19:36:12 -0400,23.517,BasalEnergyBurned
2020-09-02 19:35:53 -0400,0.00746841,DistanceWalkingRunning
2020-09-02 19:35:53 -0400,17,StepCount
2020-09-02 19:35:34 -0400,80,StepCount
2020-09-02 19:35:34 -0400,0.0369428,DistanceWalkingRunning
2020-09-02 19:34:40 -0400,79,HeartRate
2020-09-02 19:32:40 -0400,77,HeartRate
2020-09-02 19:28:14 -0400,122,HeartRate
2020-09-02 19:28:00 -0400,5.115,ActiveEnergyBurned
2020-09-02 19:27:53 -0400,1,AppleExerciseTime
2020-09-02 19:25:00 -0400,3,AppleStandTime
2020-09-02 19:24:48 -0400,76,HeartRate
2020-09-02 19:23:35 -0400,102,HeartRate
2020-09-02 19:23:21 -0400,2,FlightsClimbed
2020-09-02 19:23:21 -0400,2,FlightsClimbed
2020-09-02 19:22:27 -0400,1,AppleExerciseTime
2020-09-02 19:22:07 -0400,224,StepCount
2020-09-02 19:22:07 -0400,0.11254,DistanceWalkingRunning
2020-09-02 19:22:02 -0400,269,StepCount
2020-09-02 19:22:02 -0400,0.120453,DistanceWalkingRunning
2020-09-02 19:21:31 -0400,9.473,ActiveEnergyBurned
2020-09-02 19:21:31 -0400,21.122,BasalEnergyBurned
2020-09-02 19:21:21 -0400,0.048,ActiveEnergyBurned
2020-09-02 19:21:21 -0400,0.275,BasalEnergyBurned
2020-09-02 19:20:30 -0400,1.026,BasalEnergyBurned
2020-09-02 19:20:20 -0400,0.132,ActiveEnergyBurned
2020-09-02 19:20:09 -0400,0.552,BasalEnergyBurned
2020-09-02 19:20:00 -0400,2,AppleStandTime
2020-09-02 19:19:59 -0400,0.0134992,DistanceWalkingRunning
2020-09-02 19:19:49 -0400,0.96,ActiveEnergyBurned
2020-09-02 19:19:39 -0400,0.828,BasalEnergyBurned
2020-09-02 19:19:18 -0400,0.32,ActiveEnergyBurned
2020-09-02 19:19:08 -0400,0.757,BasalEnergyBurned
2020-09-02 19:19:07 -0400,76,HeartRate
2020-09-02 19:18:37 -0400,0.828,BasalEnergyBurned
2020-09-02 19:18:06 -0400,0.687,BasalEnergyBurned
2020-09-02 19:17:05 -0400,1.233,BasalEnergyBurned
2020-09-02 19:16:55 -0400,0.276,BasalEnergyBurned
2020-09-02 19:16:24 -0400,0.687,BasalEnergyBurned
2020-09-02 19:16:19 -0400,0.00548312,DistanceWalkingRunning
2020-09-02 19:15:00 -0400,2,AppleStandTime
2020-09-02 19:14:18 -0400,91,HeartRate
2020-09-02 19:13:50 -0400,80,HeartRate
2020-09-02 19:13:04 -0400,0.0156677,DistanceWalkingRunning
2020-09-02 19:11:14 -0400,0.00667613,DistanceWalkingRunning
2020-09-02 19:10:33 -0400,109,StepCount
2020-09-02 19:10:33 -0400,0.0129038,DistanceWalkingRunning
2020-09-02 19:10:00 -0400,2,AppleStandTime
2020-09-02 19:09:14 -0400,5.421,ActiveEnergyBurned
2020-09-02 19:07:21 -0400,0.0528648,DistanceWalkingRunning
2020-09-02 19:07:21 -0400,139,StepCount
2020-09-02 19:05:00 -0400,3,AppleStandTime
2020-09-02 19:04:39 -0400,89,HeartRate
2020-09-02 19:02:19 -0400,96,HeartRate
2020-09-02 19:01:23 -0400,23.015,BasalEnergyBurned
2020-09-02 19:00:00 -0400,4,AppleStandTime
2020-09-02 19:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 18:59:22 -0400,257,StepCount
2020-09-02 18:59:22 -0400,0.119854,DistanceWalkingRunning
2020-09-02 18:58:59 -0400,13.756,ActiveEnergyBurned
2020-09-02 18:58:11 -0400,86,HeartRate
2020-09-02 18:57:22 -0400,288,StepCount
2020-09-02 18:57:22 -0400,0.113157,DistanceWalkingRunning
2020-09-02 18:56:09 -0400,92,HeartRate
2020-09-02 18:50:43 -0400,73,HeartRate
2020-09-02 18:48:55 -0400,5.801,ActiveEnergyBurned
2020-09-02 18:48:50 -0400,50,StepCount
2020-09-02 18:48:50 -0400,0.0221491,DistanceWalkingRunning
2020-09-02 18:46:22 -0400,22.596,BasalEnergyBurned
2020-09-02 18:45:19 -0400,86,HeartRate
2020-09-02 18:38:51 -0400,4.668,ActiveEnergyBurned
2020-09-02 18:38:24 -0400,82,HeartRate
2020-09-02 18:33:42 -0400,86,HeartRate
2020-09-02 18:31:20 -0400,22.878,BasalEnergyBurned
2020-09-02 18:29:00 -0400,87,HeartRate
2020-09-02 18:28:47 -0400,3.523,ActiveEnergyBurned
2020-09-02 18:27:38 -0400,81,HeartRate
2020-09-02 18:21:45 -0400,76,HeartRate
2020-09-02 18:18:42 -0400,3.942,ActiveEnergyBurned
2020-09-02 18:16:19 -0400,23.084,BasalEnergyBurned
2020-09-02 18:15:35 -0400,78,HeartRate
2020-09-02 18:11:53 -0400,2.943,ActiveEnergyBurned
2020-09-02 18:10:54 -0400,76,HeartRate
2020-09-02 18:10:00 -0400,42,StepCount
2020-09-02 18:10:00 -0400,0.0193715,DistanceWalkingRunning
2020-09-02 18:05:21 -0400,76,HeartRate
2020-09-02 18:01:48 -0400,2.813,ActiveEnergyBurned
2020-09-02 18:01:19 -0400,79,HeartRate
2020-09-02 18:01:18 -0400,22.449,BasalEnergyBurned
2020-09-02 18:00:00 -0400,HKCategoryValueAppleStandHourIdle,AppleStandHour
2020-09-02 17:57:34 -0400,78,HeartRate
2020-09-02 17:51:44 -0400,5.401,ActiveEnergyBurned
2020-09-02 17:49:12 -0400,78,HeartRate
2020-09-02 17:47:05 -0400,16,StepCount
2020-09-02 17:47:05 -0400,0.00742448,DistanceWalkingRunning
2020-09-02 17:46:16 -0400,23.154,BasalEnergyBurned
2020-09-02 17:44:11 -0400,58,HeartRate
2020-09-02 17:41:40 -0400,4.915,ActiveEnergyBurned
2020-09-02 17:38:44 -0400,79,HeartRate
2020-09-02 17:37:36 -0400,76,HeartRate
2020-09-02 17:31:36 -0400,3.935,ActiveEnergyBurned
2020-09-02 17:31:15 -0400,23.303,BasalEnergyBurned
2020-09-02 17:25:58 -0400,77,HeartRate
2020-09-02 17:23:14 -0400,0.00835254,DistanceWalkingRunning
2020-09-02 17:23:14 -0400,18,StepCount
2020-09-02 17:21:31 -0400,3.276,ActiveEnergyBurned
2020-09-02 17:18:15 -0400,84,HeartRate
2020-09-02 17:16:14 -0400,22.524,BasalEnergyBurned
2020-09-02 17:13:37 -0400,89,HeartRate
2020-09-02 17:11:45 -0400,1,FlightsClimbed
2020-09-02 17:11:36 -0400,1,FlightsClimbed
2020-09-02 17:11:27 -0400,6.959,ActiveEnergyBurned
2020-09-02 17:10:46 -0400,68,StepCount
2020-09-02 17:10:46 -0400,0.0338342,DistanceWalkingRunning
2020-09-02 17:10:40 -0400,93,StepCount
2020-09-02 17:10:40 -0400,0.0442638,DistanceWalkingRunning
2020-09-02 17:10:38 -0400,1,AppleExerciseTime
2020-09-02 17:10:00 -0400,1,AppleStandTime
2020-09-02 17:08:54 -0400,79,HeartRate
2020-09-02 17:05:40 -0400,83,HeartRate
2020-09-02 17:05:00 -0400,1,AppleStandTime
2020-09-02 17:02:55 -0400,86,HeartRate
2020-09-02 17:01:23 -0400,5.692,ActiveEnergyBurned
2020-09-02 17:01:13 -0400,22.026,BasalEnergyBurned
2020-09-02 17:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 16:56:51 -0400,23,StepCount
2020-09-02 16:56:51 -0400,0.0107216,DistanceWalkingRunning
2020-09-02 16:56:15 -0400,84,HeartRate
2020-09-02 16:51:45 -0400,80,HeartRate
2020-09-02 16:51:19 -0400,3.467,ActiveEnergyBurned
2020-09-02 16:46:11 -0400,22.658,BasalEnergyBurned
2020-09-02 16:45:26 -0400,77,HeartRate
2020-09-02 16:41:14 -0400,4.518,ActiveEnergyBurned
2020-09-02 16:41:09 -0400,5,StepCount
2020-09-02 16:41:09 -0400,0.00232015,DistanceWalkingRunning
2020-09-02 16:34:23 -0400,82,HeartRate
2020-09-02 16:31:10 -0400,23.586,BasalEnergyBurned
2020-09-02 16:31:10 -0400,6.968,ActiveEnergyBurned
2020-09-02 16:31:05 -0400,0.0325302,DistanceWalkingRunning
2020-09-02 16:31:05 -0400,70,StepCount
2020-09-02 16:30:00 -0400,2,AppleStandTime
2020-09-02 16:29:02 -0400,76,HeartRate
2020-09-02 16:26:26 -0400,84,HeartRate
2020-09-02 16:21:20 -0400,78,HeartRate
2020-09-02 16:21:06 -0400,4.042,ActiveEnergyBurned
2020-09-02 16:16:09 -0400,22.947,BasalEnergyBurned
2020-09-02 16:14:27 -0400,80,HeartRate
2020-09-02 16:11:02 -0400,3.083,ActiveEnergyBurned
2020-09-02 16:08:45 -0400,78,HeartRate
2020-09-02 16:04:36 -0400,81,HeartRate
2020-09-02 16:01:08 -0400,22.16,BasalEnergyBurned
2020-09-02 16:00:57 -0400,2.926,ActiveEnergyBurned
2020-09-02 16:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 15:58:59 -0400,89,HeartRate
2020-09-02 15:53:52 -0400,91,HeartRate
2020-09-02 15:52:07 -0400,90,HeartRate
2020-09-02 15:50:53 -0400,2.911,ActiveEnergyBurned
2020-09-02 15:46:07 -0400,22.942,BasalEnergyBurned
2020-09-02 15:46:07 -0400,6,StepCount
2020-09-02 15:46:07 -0400,0.00278418,DistanceWalkingRunning
2020-09-02 15:43:56 -0400,87,HeartRate
2020-09-02 15:42:02 -0400,90,HeartRate
2020-09-02 15:41:10 -0400,3.261,ActiveEnergyBurned
2020-09-02 15:37:32 -0400,95,HeartRate
2020-09-02 15:31:44 -0400,101,HeartRate
2020-09-02 15:31:05 -0400,5.369,ActiveEnergyBurned
2020-09-02 15:31:05 -0400,22.728,BasalEnergyBurned
2020-09-02 15:31:03 -0400,115,HeartRate
2020-09-02 15:30:55 -0400,0.275,BasalEnergyBurned
2020-09-02 15:30:55 -0400,0.191,ActiveEnergyBurned
2020-09-02 15:30:42 -0400,0.0098636,DistanceWalkingRunning
2020-09-02 15:30:24 -0400,0.551,BasalEnergyBurned
2020-09-02 15:30:24 -0400,1.036,ActiveEnergyBurned
2020-09-02 15:30:04 -0400,0.0241246,DistanceWalkingRunning
2020-09-02 15:30:00 -0400,1,AppleStandTime
2020-09-02 15:29:54 -0400,0.825,BasalEnergyBurned
2020-09-02 15:29:54 -0400,2.263,ActiveEnergyBurned
2020-09-02 15:29:44 -0400,0.427,ActiveEnergyBurned
2020-09-02 15:29:36 -0400,0.017969,DistanceWalkingRunning
2020-09-02 15:29:33 -0400,0.55,BasalEnergyBurned
2020-09-02 15:29:13 -0400,1.33,ActiveEnergyBurned
2020-09-02 15:29:03 -0400,0.827,BasalEnergyBurned
2020-09-02 15:29:00 -0400,0.0182751,DistanceWalkingRunning
2020-09-02 15:28:42 -0400,1.169,ActiveEnergyBurned
2020-09-02 15:28:32 -0400,0.828,BasalEnergyBurned
2020-09-02 15:28:24 -0400,0.020046,DistanceWalkingRunning
2020-09-02 15:28:12 -0400,1.693,ActiveEnergyBurned
2020-09-02 15:28:01 -0400,0.757,BasalEnergyBurned
2020-09-02 15:27:54 -0400,0.0136872,DistanceWalkingRunning
2020-09-02 15:27:44 -0400,101,HeartRate
2020-09-02 15:27:41 -0400,0.637,ActiveEnergyBurned
2020-09-02 15:27:31 -0400,0.828,BasalEnergyBurned
2020-09-02 15:27:13 -0400,0.00440765,DistanceWalkingRunning
2020-09-02 15:27:10 -0400,0.215,ActiveEnergyBurned
2020-09-02 15:27:00 -0400,0.757,BasalEnergyBurned
2020-09-02 15:26:39 -0400,0.0139209,DistanceWalkingRunning
2020-09-02 15:26:32 -0400,109,HeartRate
2020-09-02 15:26:29 -0400,0.828,BasalEnergyBurned
2020-09-02 15:26:29 -0400,0.985,ActiveEnergyBurned
2020-09-02 15:26:09 -0400,0.0189082,DistanceWalkingRunning
2020-09-02 15:25:58 -0400,0.829,BasalEnergyBurned
2020-09-02 15:25:58 -0400,0.953,ActiveEnergyBurned
2020-09-02 15:25:38 -0400,0.0179734,DistanceWalkingRunning
2020-09-02 15:25:28 -0400,0.828,BasalEnergyBurned
2020-09-02 15:25:28 -0400,1.158,ActiveEnergyBurned
2020-09-02 15:25:07 -0400,0.0101082,DistanceWalkingRunning
2020-09-02 15:25:00 -0400,5,AppleStandTime
2020-09-02 15:24:57 -0400,0.827,BasalEnergyBurned
2020-09-02 15:24:57 -0400,1.277,ActiveEnergyBurned
2020-09-02 15:24:42 -0400,0.00441844,DistanceWalkingRunning
2020-09-02 15:24:37 -0400,0.913,ActiveEnergyBurned
2020-09-02 15:24:37 -0400,0.55,BasalEnergyBurned
2020-09-02 15:24:16 -0400,0.453,ActiveEnergyBurned
2020-09-02 15:24:06 -0400,0.827,BasalEnergyBurned
2020-09-02 15:24:01 -0400,0.0134022,DistanceWalkingRunning
2020-09-02 15:23:45 -0400,1.504,ActiveEnergyBurned
2020-09-02 15:23:35 -0400,0.828,BasalEnergyBurned
2020-09-02 15:23:30 -0400,0.0220148,DistanceWalkingRunning
2020-09-02 15:23:15 -0400,1.053,ActiveEnergyBurned
2020-09-02 15:23:04 -0400,0.828,BasalEnergyBurned
2020-09-02 15:22:44 -0400,0.299,ActiveEnergyBurned
2020-09-02 15:22:34 -0400,0.828,BasalEnergyBurned
2020-09-02 15:22:13 -0400,0.419,ActiveEnergyBurned
2020-09-02 15:22:13 -0400,0.00278418,DistanceWalkingRunning
2020-09-02 15:22:03 -0400,0.757,BasalEnergyBurned
2020-09-02 15:21:43 -0400,0.026428,DistanceWalkingRunning
2020-09-02 15:21:43 -0400,465,StepCount
2020-09-02 15:21:43 -0400,1.916,ActiveEnergyBurned
2020-09-02 15:21:32 -0400,0.828,BasalEnergyBurned
2020-09-02 15:21:12 -0400,0.312,ActiveEnergyBurned
2020-09-02 15:21:08 -0400,91,HeartRate
2020-09-02 15:21:02 -0400,0.757,BasalEnergyBurned
2020-09-02 15:20:41 -0400,0.189,ActiveEnergyBurned
2020-09-02 15:20:10 -0400,0.3,ActiveEnergyBurned
2020-09-02 15:20:00 -0400,2,AppleStandTime
2020-09-02 15:19:40 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:19:09 -0400,0.263,ActiveEnergyBurned
2020-09-02 15:18:38 -0400,0.128,ActiveEnergyBurned
2020-09-02 15:18:07 -0400,0.144,ActiveEnergyBurned
2020-09-02 15:17:37 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:17:06 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:16:35 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:16:05 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:15:34 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:15:03 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:14:32 -0400,0.176,ActiveEnergyBurned
2020-09-02 15:14:26 -0400,87,HeartRate
2020-09-02 15:14:02 -0400,0.135,ActiveEnergyBurned
2020-09-02 15:13:31 -0400,0.192,ActiveEnergyBurned
2020-09-02 15:10:28 -0400,87,HeartRate
2020-09-02 15:07:12 -0400,0.0180852,DistanceWalkingRunning
2020-09-02 15:07:12 -0400,39,StepCount
2020-09-02 15:07:10 -0400,0.0075744,DistanceWalkingRunning
2020-09-02 15:07:10 -0400,19,StepCount
2020-09-02 15:06:23 -0400,87,HeartRate
2020-09-02 15:06:00 -0400,23.297,BasalEnergyBurned
2020-09-02 15:03:27 -0400,4.945,ActiveEnergyBurned
2020-09-02 15:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 14:59:11 -0400,91,HeartRate
2020-09-02 14:56:51 -0400,92,HeartRate
2020-09-02 14:54:44 -0400,34,StepCount
2020-09-02 14:54:44 -0400,0.015777,DistanceWalkingRunning
2020-09-02 14:53:23 -0400,3.653,ActiveEnergyBurned
2020-09-02 14:50:59 -0400,23.303,BasalEnergyBurned
2020-09-02 14:48:44 -0400,91,HeartRate
2020-09-02 14:47:07 -0400,91,HeartRate
2020-09-02 14:43:29 -0400,4.256,ActiveEnergyBurned
2020-09-02 14:40:34 -0400,13,StepCount
2020-09-02 14:40:34 -0400,0.00708355,DistanceWalkingRunning
2020-09-02 14:35:58 -0400,23.153,BasalEnergyBurned
2020-09-02 14:35:24 -0400,86,HeartRate
2020-09-02 14:33:24 -0400,4.88,ActiveEnergyBurned
2020-09-02 14:30:33 -0400,36,StepCount
2020-09-02 14:30:33 -0400,0.019828,DistanceWalkingRunning
2020-09-02 14:28:51 -0400,99,HeartRate
2020-09-02 14:26:37 -0400,99,HeartRate
2020-09-02 14:23:20 -0400,7.13,ActiveEnergyBurned
2020-09-02 14:21:01 -0400,95,HeartRate
2020-09-02 14:20:57 -0400,23.516,BasalEnergyBurned
2020-09-02 14:17:49 -0400,91,HeartRate
2020-09-02 14:17:12 -0400,4.762,ActiveEnergyBurned
2020-09-02 14:15:00 -0400,2,AppleStandTime
2020-09-02 14:10:38 -0400,82,HeartRate
2020-09-02 14:10:00 -0400,1,AppleStandTime
2020-09-02 14:07:07 -0400,5.853,ActiveEnergyBurned
2020-09-02 14:05:56 -0400,23.658,BasalEnergyBurned
2020-09-02 14:04:11 -0400,51,StepCount
2020-09-02 14:04:11 -0400,0.025574,DistanceWalkingRunning
2020-09-02 14:03:16 -0400,88,HeartRate
2020-09-02 14:01:10 -0400,93,HeartRate
2020-09-02 14:00:00 -0400,HKCategoryValueAppleStandHourStood,AppleStandHour
2020-09-02 13:57:52 -0400,87,HeartRate
2020-09-02 13:57:24 -0400,5.553,ActiveEnergyBurned
2020-09-02 13:51:35 -0400,22.759,BasalEnergyBurned
2020-09-02 13:48:54 -0400,78,HeartRate
2020-09-02 13:48:41 -0400,4.036,ActiveEnergyBurned
2020-09-02 13:47:31 -0400,83,HeartRate
2020-09-02 13:39:50 -0400,81,HeartRate
2020-09-02 13:39:03 -0400,25,StepCount
2020-09-02 13:39:03 -0400,0.0116007,DistanceWalkingRunning
2020-09-02 13:38:47 -0400,4.508,ActiveEnergyBurned
2020-09-02 13:37:26 -0400,83,HeartRate
2020-09-02 13:37:25 -0400,22.135,BasalEnergyBurned
2020-09-02 13:30:03 -0400,76,HeartRate
2020-09-02 13:29:01 -0400,22,StepCount
2020-09-02 13:29:01 -0400,0.0101203,DistanceWalkingRunning
2020-09-02 13:28:43 -0400,3.313,ActiveEnergyBurned
2020-09-02 13:25:03 -0400,91,HeartRate
2020-09-02 13:22:24 -0400,22.877,BasalEnergyBurned
2020-09-02 13:18:39 -0400,3.596,ActiveEnergyBurned
2020-09-02 13:18:38 -0400,77,HeartRate
2020-09-02 13:14:02 -0400,80,HeartRate
2020-09-02 13:12:51 -0400,81,HeartRate
2020-09-02 13:08:35 -0400,4.524,ActiveEnergyBurned
2020-09-02 13:07:23 -0400,23.578,BasalEnergyBurned
2020-09-02 13:03:27 -0400,83,HeartRate
2020-09-02 13:00:37 -0400,85,HeartRate
2020-09-02 13:00:00 -0400,HKCategoryValueAppleStandHourIdle,AppleStandHour
2020-09-02 12:58:31 -0400,3.445,ActiveEnergyBurned
2020-09-02 12:57:39 -0400,83,HeartRate
2020-09-02 12:52:22 -0400,21.595,BasalEnergyBurned
2020-09-02 12:52:11 -0400,84,HeartRate
2020-09-02 12:48:26 -0400,3.181,ActiveEnergyBurned
2020-09-02 12:43:31 -0400,80,HeartRate
2020-09-02 12:41:06 -0400,79,HeartRate
2020-09-02 12:39:57 -0400,13,StepCount
2020-09-02 12:39:57 -0400,0.00603239,DistanceWalkingRunning
2020-09-02 12:38:22 -0400,3.359,ActiveEnergyBurned
2020-09-02 12:37:21 -0400,21.745,BasalEnergyBurned
2020-09-02 12:36:29 -0400,84,HeartRate
2020-09-02 12:31:43 -0400,1.598,ActiveEnergyBurned
2020-09-02 12:30:17 -0400,81,HeartRate
2020-09-02 12:24:51 -0400,78,HeartRate
2020-09-02 12:23:37 -0400,77,StepCount
2020-09-02 12:23:37 -0400,0.035554,DistanceWalkingRunning
2020-09-02 12:22:20 -0400,21.696,BasalEnergyBurned
2020-09-02 12:21:39 -0400,6.981,ActiveEnergyBurned
2020-09-02 12:18:22 -0400,79,HeartRate
2020-09-02 12:13:37 -0400,81,HeartRate
2020-09-02 12:11:35 -0400,5.418,ActiveEnergyBurned
2020-09-02 12:10:30 -0400,84,HeartRate
2020-09-02 12:07:19 -0400,23.587,BasalEnergyBurned
2020-09-02 12:06:33 -0400,76,HeartRate
2020-09-02 12:02:32 -0400,5.631,ActiveEnergyBurned
2020-09-02 12:00:00 -0400,HKCategoryValueAppleStandHourIdle,AppleStandHour
2020-09-02 11:59:11 -0400,77,HeartRate
2020-09-02 11:57:25 -0400,19,StepCount
2020-09-02 11:57:25 -0400,0.0088879,DistanceWalkingRunning
2020-09-02 11:56:16 -0400,78,HeartRate
2020-09-02 11:52:29 -0400,74,HeartRate
